CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE
40370239,BURGER KING,QUEENS,14474,NORTHERN BOULEVARD,11354,7184633917
40370243,MUGHLAI RESTAURANT,MANHATTAN,320,COLUMBUS AVENUE,10023,2127246363
40370342,GREENPOINT TAVERN,BROOKLYN,188,BEDFORD AVENUE,11249,7183849539
40370356,MCDONALD'S,STATEN ISLAND,3267,RICHMOND AVENUE,10312,7189483800
40370425,TONY'S PIZZERIA,BROOKLYN,336,KNICKERBOCKER AVENUE,11237,7184567020
40370436,ROSSINI'S,MANHATTAN,108,EAST   38 STREET,10016,2126830135
40370449,PAT'S STATIONARY,QUEENS,49-20,30 AVENUE,11377,7187289530
40370463,THREE GUY'S RESTAURANT,MANHATTAN,960,MADISON AVENUE,10021,2126288108
40370497,CUCINA VIVOLO,MANHATTAN,138140,EAST   74 STREET,10021,2127174700
40370507,THE PLAYERS CLUB,MANHATTAN,16,GRAMERCY PARK SOUTH,10003,2124756116
40370519,DIVERS COVE,QUEENS,2901,FRANCIS LEWIS BOULEVARD,11358,7183529631
40370638,TJK CAFE & RESTAURANT,QUEENS,24904,HORACE HARDING BOULEVARD,11362,7186311564
40370745,PISCES I SEAFOOD RESTAURANT,QUEENS,27102,UNION TURNPIKE,11040,7183478052
40370759,CAFE ESPANOL,MANHATTAN,172,BLEECKER STREET,10012,2125050657
40370766,SMITH & WOLLENSKY,MANHATTAN,201,EAST   49 STREET,10017,2127531530
40370781,MCDONALD'S,QUEENS,16011,WILLETS POINT BOULEVARD,11357,7187466063
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012,2122543480
40370910,PERKINS FAMILY RESTAURANT & BAKERY,STATEN ISLAND,1745,FOREST AVENUE,10303,7187208888
40370916,BURGER KING,QUEENS,25810,HILLSIDE AVENUE,11004,7183476880
40370917,BURGER KING,BROOKLYN,9006,CHURCH AVENUE,11236,7184985574
40370935,TOKUBEI 86,MANHATTAN,314,EAST   86 STREET,10028,2126285334
40370939,MANDUCATIS,QUEENS,1327,JACKSON AVENUE,11101,7187294602
40370946,SIZZLER,QUEENS,10027,METROPOLITAN AVE,11375,7185444376
40370994,MAMA LUCIA,BROOKLYN,1701,FOSTER AVENUE,11230,7184349858
40371281,COLISEUM BAR RESTAURANT,MANHATTAN,312,WEST   58 STREET,10019,2129773523
40371313,MARIELLA PIZZA,MANHATTAN,180,3 AVENUE,10003,2127771220
40371323,VINNY'S PIZZA,QUEENS,19901,32 AVENUE,11358,7183528447
40371419,KOSHER DELIGHT,BROOKLYN,1223,AVENUE J,11230,7183776873
40371454,WEST BANK CAFE,MANHATTAN,407,WEST   42 STREET,10036,2126956909
40371588,THE FOUR SEASONS,MANHATTAN,99,EAST   52 STREET,10022,2127549494
40371614,LA BARAKA RESTAURANT,QUEENS,255-09,NORTHERN BOULEVARD,11362,7184281461
40371684,DAIRY LUNCHEONETTE,BROOKLYN,4801,16 AVENUE,11204,7188518696
40371718,ZAFI'S LUNCHEONETTE,MANHATTAN,500,GRAND STREET,10002,2125332415
40371727,LA PALINA RESTAURANT,BROOKLYN,159,AVENUE O,11204,7182369764
40371771,SCHAFFER'S TAVERN,STATEN ISLAND,2055,VICTORY BOULEVARD,10314,7184949696
40371805,TY'S,MANHATTAN,114,CHRISTOPHER STREET,10014,2127419641
40371807,AUNT BELLA'S REST OF LITTLE NECK,QUEENS,46-19,MARATHON PARKWAY,11362,7182254700
40371906,MARINER INN,BROOKLYN,3501,AVENUE S,11234,7183768058
40371988,NORTH SHORE DINER,QUEENS,19652,NORTHERN BLVD,11358,7182258000
40372016,EXCLUSIVE CATERING,STATEN ISLAND,275,MARTLING AVE,10314,7184428222
40372112,GREEN HOUSE CAFE,BROOKLYN,7717,THIRD AVENUE,11209,7188338200
40372196,MCDONALD'S,BRONX,3660,EAST TREMONT AVENUE,10465,7188281430
40372258,WATER FRONT CRAB HOUSE,QUEENS,203,BORDEN AVENUE,11101,7187294862
40372262,LA RIPAILLE RESTAURANT,MANHATTAN,605,HUDSON STREET,10014,2122554406
40372357,MARINA CAFE,STATEN ISLAND,154,MANSION AVE,10308,7189673077
40372417,DON FILIPPO RESTAURANT,MANHATTAN,1133,LEXINGTON AVENUE,10075,2127443610
40372422,BURGER KING,QUEENS,92-83,QUEENS BOULEVARD,11374,7185750116
40372426,DAZIES RESTAURANT,QUEENS,3941,QUEENS BOULEVARD,11104,7187867013
40372433,TRIESTES RESTAURANT,QUEENS,7316,NORTHERN BOULEVARD,11372,7188990035
40372445,OMONIA CAFE,QUEENS,3220,BROADWAY,11106,7182746650
40372466,MURALS ON 54/RANDOLPHS'S,MANHATTAN,65,WEST   54 STREET,10019,2122477000
40372471,BRUNO BAKERY,MANHATTAN,506,LA GUARDIA PLACE,10012,2129825854
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,BROOKLYN,2414,GERRITSEN AVENUE,11229,7187696094
40372523,CARUSO PIZZA #2,MANHATTAN,1,PENN PLAZA,10001,2126300321
40372596,TROPICAL HOUSE BAKING CO.,BROOKLYN,267,SCHENECTADY AVENUE,11213,7187739523
40372618,BURGER KING,QUEENS,154-05,ROCKAWAY BOULEVARD,11434,7185275044
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349
40372694,CLINTON RESTAURANT,QUEENS,917,CLINTONVILLE STREET,11357,7187464800
40372787,SHABU-SHABU 70 RESTAURANT,MANHATTAN,314,EAST   70 STREET,10021,2128615635
40372831,CHEN'S CHINESE,STATEN ISLAND,1434,RICHMOND ROAD,10304,7189795170
40372944,THE GREEK CORNER,MANHATTAN,322,7 AVENUE,10001,2122390760
40372971,RACQUET & TENNIS CLUB,MANHATTAN,370,PARK AVENUE,10022,2127539700
40372999,CASA PEPE,BROOKLYN,114,BAYRIDGE AVENUE,11220,7188338865
40373113,ASTRO RESTAURANT,MANHATTAN,101,WEST 55 STREET,10019,2124896284
40373118,GOLDEN DOVE DINER,STATEN ISLAND,3281,RICHMOND AVENUE,10312,7189671900
40373149,CAFFE DANTE,MANHATTAN,79,MAC DOUGAL STREET,10012,2129825275
40373160,KORNER PIZZERIA,BROOKLYN,226,CHURCH AVENUE,11218,7188533755
40373272,HENRY'S END,BROOKLYN,44,HENRY STREET,11201,7188341776
40373318,SOUEN RESTAURANT,MANHATTAN,210,6 AVENUE,10014,2128077421
40373462,VILLA BERULIA,MANHATTAN,107,EAST   34 STREET,10016,2126891970
40373500,VICTOR'S CAFE,MANHATTAN,236,WEST   52 STREET,10019,2125867714
40373597,PETES PIZZERIA & RESTAURANT,BROOKLYN,7522,3 AVENUE,11209,7187455442
40373656,KEENS STEAKHOUSE,MANHATTAN,72,WEST 36 STREET,10018,2129473636
40373669,BAR 515,MANHATTAN,515,3 AVENUE,10016,2125323300
40373794,READY PENNY INN,QUEENS,3707,73 STREET,11372,7188997208
40373888,IL MULINO,MANHATTAN,86,WEST    3 STREET,10012,2126733783
40373889,FELIDIA RESTAURANT,MANHATTAN,243,EAST   58 STREET,10022,2127581479
40373909,MCDONALD'S,BROOKLYN,5804,CLARENDON ROAD,11203,7184510834
40373912,THE MALT HOUSE,MANHATTAN,206,THOMPSON STREET,10012,2122287701
40373937,SHUN LEE,MANHATTAN,37,WEST 65 STREET,10023,2125958895
40373938,IHOP,BRONX,5655,BROADWAY,10463,7185494565
40373948,BRIDGEVIEW DINER,BROOKLYN,9011,THIRD AVENUE,11209,7186809818
40373984,BURKE'S PUB,QUEENS,69-47,GRAND AVENUE,11378,7184298728
40374015,HILL TAP TAVERN,QUEENS,8303,GRAND AVENUE,11373,7184298870
40374088,PONGSRI THAI RESTAURANT,MANHATTAN,244,WEST   48 STREET,10036,2125823392
40374131,PRIMAVERA PIZZA & PASTA,MANHATTAN,1005,2 AVENUE,10022,2127532772
40374136,TONY'S PIER RESTAURANT,BRONX,1,CITY ISLAND AVE,10464,7188851424
40374192,ELIO'S,MANHATTAN,1621,SECOND AVENUE,10028,2127722242
40374259,QUALITY CAFE & RESTAURANT,BRONX,2942,WESTCHESTER AVENUE,10461,7187925534
40374266,KASTELI II,MANHATTAN,372,8 AVENUE,10001,2122390090
40374268,VICTORIA PIZZA,BROOKLYN,2716,GERRITSEN AVENUE,11229,7188919496
40374277,MOLLY WEE PUB,MANHATTAN,402,8 AVENUE,10001,2129672627
40374325,LA MEDITERRANEE RESTAURANT,MANHATTAN,947,2 AVENUE,10022,2127554155
40374395,EL CARIBE,BROOKLYN,5945,STRICKLAND AVENUE,11234,7185311200
40374415,OMEN JAPANESE CUISINE,MANHATTAN,113,THOMPSON STREET,10012,2129258923
40374460,MCDONALD'S,QUEENS,72-69,KISSENA BOULEVARD,11367,7182634295
40374507,MCDONALD'S,BROOKLYN,82,COURT STREET,11201,7188522626
40374559,BAR VETRO,MANHATTAN,222,EAST   58 STREET,10022,2123080112
40374711,ROSIE O'GRADY RESTAURANT,MANHATTAN,800,7 AVENUE,10019,2125822975
40374814,EUROPA GO-GO DANCING,QUEENS,9402,SUTPHIN BOULEVARD,11435,7182971128
40374834,CASA BELLA,MANHATTAN,127,MULBERRY STREET,10013,2124314080
40374968,RACCOON LODGE,MANHATTAN,59,WARREN STREET,10007,2122279894
40374974,CHEZ NAPOLEAN,MANHATTAN,365,WEST 50 STREET,10019,2122656980
40375108,TURKEY'S NEST TAVERN,BROOKLYN,94,BEDFORD AVENUE,11249,7183849774
40375136,SABROSURA RESTAURANT,BRONX,1200,CASTLE HILL AVENUE,10462,7185971344
40375286,LA VILLA DE PIZZA & RESTAURANT,QUEENS,82-07,153 AVENUE,11414,7186418259
40375369,OZONE PIZZERIA,QUEENS,96-15,LIBERTY AVENUE,11417,7188459555
40375371,PONTICELLO RESTAURANT,QUEENS,46-11,BROADWAY,11103,7182784514
40375376,AGRA RESTAURANT,MANHATTAN,807,LEXINGTON AVENUE,10065,2123088281
40375521,LINDY'S,MANHATTAN,825,7 AVENUE,10019,2127678343
40375616,ARTURO'S,MANHATTAN,1617,YORK AVENUE,10028,2125354480
40375634,PARIS BLUES,MANHATTAN,2021,7 AVENUE,10027,2122229878
40375699,GENE'S RESTURANT,MANHATTAN,73,WEST   11 STREET,10011,2126752048
40375819,MARIA RISTORANTE,BROOKLYN,3073,EMMONS AVENUE,11235,7186466665
40375839,COZY SOUP & BURGER,MANHATTAN,739,BROADWAY,10003,2124775566
40375899,NERON'S PIZZA,QUEENS,21532,HILLSIDE AVENUE,11427,7187766056
40375929,VILLA FIORITA,BROOKLYN,7720,18 AVENUE,11214,7188377950
40375972,VEGAS DINER,BROOKLYN,1619,86 STREET,11214,7183312221
40376029,MOMS LUNCHEONETTE,QUEENS,10102,103 AVENUE,11417,7187389553
40376031,CANDLE BAR,MANHATTAN,309,AMSTERDAM AVENUE,10023,2127990062
40376039,TEVERE 84,MANHATTAN,155,EAST   84 STREET,10028,2127440210
40376067,HAAGEN-DAZS,MANHATTAN,1,PENN PLAZA,10001,2126300321
40376077,FONTANA FAMOUS PIZZA & GYRO,QUEENS,20002,NORTHERN BOULEVARD,11361,7186310147
40376121,CHARLIE'S MOM CHINESE RESTAURANT,MANHATTAN,464,6 AVENUE,10011,2128078585
40376142,LUSARDI'S RESTAURANT,MANHATTAN,1494,SECOND AVENUE,10075,2122492020
40376204,PORTOFINO,QUEENS,10932,ASCAN AVENUE,11375,7182611239
40376290,KING'S ARMS RESTAURANT,STATEN ISLAND,500,FOREST AVENUE,10310,7184480326
40376352,BLUE NOTE JAZZ,MANHATTAN,131,WEST 3 STREET,10012,2124758592
40376493,THE WATER CLUB,MANHATTAN,500,EAST   30 STREET,10016,2126833333
40376495,MARCO POLO RISTORANTE,BROOKLYN,345,COURT STREET,11231,7188525015
40376496,MANHATTAN MONSTER,MANHATTAN,80,GROVE STREET,10014,2129243557
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370
40376583,WAR MEMORIAL ICE SKATING RINK,STATEN ISLAND,0,MEMORIAL ICE SKATING,10314,9179214213
40376635,TRIPOLI RESTAURANT,BROOKLYN,156,ATLANTIC AVENUE,11201,7185965800
40376687,CHEZ JAQUELINE,MANHATTAN,72,MAC DOUGAL STREET,10012,2125050727
40376718,PJ BERNSTEIN DELI & RESTAURANT,MANHATTAN,1215,THIRD AVENUE,10021,2128790914
40376735,PJ CARNEY'S,MANHATTAN,906,7 AVENUE,10019,2126640056
40376933,WATER'S EDGE CLUB,QUEENS,401,44 DRIVE FOOT E.RIVER,11101,7184820033
40376944,TOMOE SUSHI,MANHATTAN,172,THOMPSON STREET,10012,2127779346
40377111,AMSTERDAM RESTAURANT & TAPAS LOUNGE,MANHATTAN,1207,AMSTERDAM AVENUE,10027,2126626330
40377124,JP'S WATERSIDE RESTAURANT,BRONX,703,MINNIEFORD AVE,10464,7188853364
40377164,ROGERS IRISH TAVERN,QUEENS,203,BEACH  116 STREET,11694,__________
40377243,JOHN & JOE PIZZERIA & RESTAURANT,BRONX,749,LYDIG AVENUE,10462,7184099776
40377262,SUNSET PIZZERIA,STATEN ISLAND,645,ROSSVILLE AVENUE,10309,7183565918
40377294,MCDONALD'S,QUEENS,7002,COPPER AVENUE,11385,7184970722
40377299,UTOPIA RESTAURANT,MANHATTAN,267,AMSTERDAM AVENUE,10023,2128736233
40377325,JACKSON HOLE,MANHATTAN,521,THIRD AVENUE,10016,2126793264
40377385,NAPOLI PIZZA,QUEENS,16402,69 AVENUE,11365,7183801185
40377506,VESUVIO RESTAURANT & PIZZA,BROOKLYN,7303,3 AVENUE,11209,7187450222
40377560,WESTERN BAKERY,QUEENS,228-13,MERRICK BOULEVARD,11413,7185253201
40377630,JOHNS CAFE & RESTURANT,MANHATTAN,823,SECOND AVENUE,10017,2128674955
40377698,KARAVAS PLACE,MANHATTAN,162,WEST    4 STREET,10014,2122438007
40377789,CAFE LUXEMBOURG,MANHATTAN,200,WEST   70 STREET,10023,2128737411
40377908,WINDJAMMERS BAR,QUEENS,552,GRANDVIEW AVENUE,11385,7188219779
40378035,DUNKIN' DONUTS/BASKIN' ROBBINS,QUEENS,153-67,HORACE HARDING EXPRESSWAY,11367,7183584031
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,2128657074
40378190,NARITA JAPANESE RESTAURANT,QUEENS,107-08,70 ROAD,11375,7182632999
40378212,CUCHIFRITO,MANHATTAN,168,EAST  116 STREET,10029,2128764846
40378272,MARY ANN'S,MANHATTAN,116,8 AVENUE,10011,2126330877
40378328,RED ROSE,BROOKLYN,315,SMITH STREET,11231,7186250963
40378347,TONY'S PIZZA,BRONX,1014,LONGWOOD AVENUE,10459,7185420586
40378383,FIORENTINO RISTORANTE,BROOKLYN,313,AVENUE U,11223,7183721445
40378534,PORT O' CALLS,QUEENS,9310,WOODHAVEN BOULEVARD,11421,7188469717
40378571,IL CANTINORI RESTAURAUNT,MANHATTAN,32,EAST   10 STREET,10003,2126736044
40378579,ANDREWS COFFEE SHOP,MANHATTAN,463,7 AVENUE,10018,2126951962
40378585,MIKE'S PUB,QUEENS,7919,JAMAICA AVENUE,11421,7182969682
40378719,THE CLUBHOUSE,QUEENS,6121,FRESH POND ROAD,11379,7188218338
40378729,KANG SUH KOREAN RESTAURANT,MANHATTAN,1250,BROADWAY,10001,2125646845
40378774,FAME DINER,QUEENS,6967,GRAND AVENUE,11378,7184784674
40378796,KNIGHTS OF BARON DEKALB,BROOKLYN,3000,EMMONS AVENUE,11235,7187436626
40378822,UNION HALL,STATEN ISLAND,502,HENDERSON AVENUE,10310,7184422133
40378827,KOSHER HUT OF BROOKLYN,BROOKLYN,709,KINGS HIGHWAY,11223,7183768996
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776
40378970,CAESAR'S PALACE,MANHATTAN,493,AMSTERDAM AVENUE,10024,2127247886
40379026,FLAMINGO,QUEENS,85-12,ROOSEVELT AVENUE,11372,7186061633
40379149,MONTE'S,MANHATTAN,97,MACDOUGAL STREET,10012,2122289194
40379304,GOTHAM BAR & GRILL,MANHATTAN,12,EAST   12 STREET,10003,2126204026
40379355,MCALEER'S PUB,MANHATTAN,425,AMSTERDAM AVENUE,10024,2123627867
40379566,LONDON LENNIES,QUEENS,6388,WOODHAVEN BOULEVARD,11374,7188948084
40379573,DUNKIN' DONUTS,BRONX,4090,BOSTON POST ROAD,10475,7183248842
40379580,COOPER TOWN DINER,MANHATTAN,339,1 AVENUE,10003,2126779287
40379620,DELMONICO'S KITCHEN,MANHATTAN,207,WEST   36 STREET,10018,2126955220
40379628,HASAKI RESTAURANT,MANHATTAN,210,EAST 9 TH STREET,10003,2124733327
40379647,IMPERIAL COFFEE HOUSE,MANHATTAN,108,CHAMBERS STREET,10007,2122336593
40379662,MEZZALUNA,MANHATTAN,1295,THIRD AVENUE,10021,2125359600
40379746,RESTUARANT NIPPON,MANHATTAN,155,EAST   52 STREET,10022,2126885941
40379890,O'HARA'S,MANHATTAN,120,CEDAR STREET,10006,2122673032
40379894,AQUEDUCT NORTH,BRONX,4277,KATONAH AVE,10470,7183241497
40379897,MCDONALD'S,MANHATTAN,1560,BROADWAY,10036,2129218900
40379920,E.A.T. CAFE,MANHATTAN,1064,MADISON AVENUE,10028,2127720022
40379994,YANKEE CLIPPER,QUEENS,0,LAGUARDIA AIRPORT BLDG,11371,7184768859
40380044,REX MANOR,BROOKLYN,1100,60 STREET,11219,7188543232
40380164,CUCHIFRITOS,BRONX,158,E. 188 TH ST,10468,7183674500
40380182,CLUB 101,MANHATTAN,101,PARK AVENUE,10017,2128180263
40380253,RIVERDALE DINER,BRONX,3657,KINGSBRIDGE AVENUE,10463,7188846050
40380422,CARLOS PIZZA,QUEENS,7402,METROPOLITAN AVENUE,11379,7188947915
40380432,THE BITTER END,MANHATTAN,147,BLEECKER STREET,10012,2126737030
40380457,ARRIBA ARRIBA,MANHATTAN,762,9 AVENUE,10019,2124890810
40380464,GEIDO RESTAURANT,BROOKLYN,331,FLATBUSH AVENUE,11217,7186368866
40380517,BARNEY GREENGRASS,MANHATTAN,541,AMSTERDAM AVENUE,10024,2127244707
40380518,PETROSSIAN RESTAURAUNT,MANHATTAN,182,WEST 58 TH STREET,10019,2122452214
40380520,ANNAM BRAHAM RESTAURANT,QUEENS,8443,164 STREET,11432,7185232600
40380559,SUPERNOVA-NOVOTEL HOTEL,MANHATTAN,226,WEST 52 ND STREET,10019,2123150100
40380592,MONTERO BAR & GRILL,BROOKLYN,73,ATLANTIC AVENUE,11201,6467294129
40380628,PISA PIZZERIA,QUEENS,65-68,MYRTLE AVENUE,11385,7183816368
40380648,PORTO BELLO RESTAURANT,MANHATTAN,208,THOMPSON STREET,10012,2124737794
40380657,PETE'S CLAM STOP,BROOKLYN,1320,SURF AVENUE,11224,7183720302
40380660,BURRITO LOCO,MANHATTAN,166,WEST    4 STREET,10014,2126751977
40380826,FIT CAFETERIA (BUILDING A),MANHATTAN,227,WEST   27 STREET,10001,2122175770
40380996,SMILING PIZZA,BROOKLYN,323,7 AVENUE,11215,7187882137
40381083,RIVERHEAD GENTLEMEN'S CLUB,QUEENS,45-08,VERNON BOULEVARD,11101,7183927664
40381210,SYMPOSIUM GREEK RESTAURANT,MANHATTAN,544,WEST  113 STREET,10025,2128651011
40381295,GANDHI,MANHATTAN,345,EAST 6 STREET,10003,2126149718
40381344,NINA'S RESTAURANT PIZZERIA,BROOKLYN,635,MEEKER AVENUE,11222,7183898854
40381420,VILLAGE YOKOCHO,MANHATTAN,6,STUYVESANT STREET,10003,2125983041
40381551,CLARK'S RESTAURANT,BROOKLYN,80,CLARK STREET,11201,7188555484
40381595,PIETROS,MANHATTAN,232,EAST   43 STREET,10017,2126829760
40381720,MISS LILY'S 7A,MANHATTAN,109,AVENUE A,10009,2128121482
40381752,NOHO STAR RESTAURANT,MANHATTAN,330,LAFAYETTE STREET,10012,2129250070
40381797,ROSA MEXICANO,MANHATTAN,1063,FIRST AVENUE,10022,2127537407
40381811,DUFFY'S,STATEN ISLAND,650,FOREST AVENUE,10310,7184479276
40381896,UNO CHICAGO GRILL,QUEENS,107-16,70 ROAD,11375,7187936700
40382052,LATOURETTE GOLF COURSE,STATEN ISLAND,1001,RICHMOND HILL ROAD,10306,7183511889
40382057,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,1020,86th Street,11228,7188369722
40382147,GLENDA'S RESTAURANT,BROOKLYN,854,ST JOHNS PLACE,11216,7187781997
40382246,MY FATHER'S PLACE,BROOKLYN,1861,CROPSEY AVENUE,11214,7183729286
40382302,SANTA FE GRILL & BAR,BROOKLYN,62,7 AVENUE,11217,7186360279
40382367,SIDEWALK BAR & RESTAURANT,MANHATTAN,94,AVENUE A,10009,2124737373
40382395,COOGAN'S,MANHATTAN,4015,BROADWAY,10032,2129281234
40382421,MCDONALD'S,BROOKLYN,968,4 AVENUE,11232,7187889226
40382455,CAFFE VIVALDI,MANHATTAN,32,JONES STREET,10014,2126917538
40382517,CASTLEHILL DINER,BRONX,1506,BRONXDALE AVENUE,10462,7188283993
40382652,TOMMY'S PIZZA,BRONX,4033,EAST TREMONT AVENUE,10465,7188292828
40382679,REGENCY HOTEL,MANHATTAN,540,PARK AVENUE,10065,2123394050
40382802,PARNELL'S PUB,MANHATTAN,350,EAST   53 STREET,10022,2127531761
40382876,LA FE RESTAURANT,BROOKLYN,941,4 AVENUE,11232,7187880139
40382877,OCEAN DRAGON RESTAURANT,MANHATTAN,877,10 AVENUE,10019,2122457210
40382900,MOM'S FRIED CHICKEN,BRONX,253,EAST  167 STREET,10456,7186815045
40383003,COBBLESTONE PUB,QUEENS,117-18,QUEENS BOULEVARD,11375,7182639754
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755
40383033,O'SULLIVAN'S PUB,BROOKLYN,8902,3 AVENUE,11209,7187459619
40383040,SPRING ST. NATURAL RESTAURANT,MANHATTAN,62,SPRING STREET,10012,2129660290
40383044,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209,7188365725
40383067,RUSSIAN TURKISH BATHS,MANHATTAN,268,EAST   10 STREET,10009,2125450665
40383090,TORTILLA FLATS,MANHATTAN,767,WASHINGTON STREET,10014,2122431053
40383147,IL TOSCANO RISTORANTE,QUEENS,42-05,235 STREET,11363,7186310300
40383151,PIER 25A RESTAURANT,QUEENS,21516,NORTHERN BOULEVARD,11361,7184236395
40383262,SISTINA RESTAURANT,MANHATTAN,1555,2 AVENUE,10028,2128617660
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423,7187409720
40383284,VERDI RESTAURANT,QUEENS,149-58,CROSS ISLAND PARKWAY,11357,7187466000
40383354,CORNELIA STREET CAFE,MANHATTAN,29,CORNELIA STREET,10014,2129899319
40383464,LE BERNARDIN,MANHATTAN,155,WEST   51 STREET,10019,2125541515
40383496,THE GROTTO,MANHATTAN,69,NEW STREET,10004,2128096991
40383506,TONY'S PIZZERIA,BROOKLYN,1412,ST JOHNS PLACE,11213,7188040966
40383511,BRANDY'S PIANO BAR,MANHATTAN,235,EAST   84 STREET,10028,2127444949
40383609,REAL MADRID RESTAURANT,STATEN ISLAND,2073,FOREST AVENUE,10303,7184477885
40383737,CANLON'S RESTAURANT,STATEN ISLAND,1825,NORTH RAILROAD AVENUE,10306,7186673013
40383763,COUSIN JOHN'S CAFE AND BAKERY,BROOKLYN,70,7 AVENUE,11217,7186227333
40383799,JACKSON HOLE,MANHATTAN,517,COLUMBUS AVENUE,10024,2123625177
40383819,SHORT STOP RESTAURANT,BRONX,5977,BROADWAY,10463,7186010234
40383825,RUSSIAN SAMOVAR,MANHATTAN,256,WEST   52 STREET,10019,2127570168
40383836,BARONE PIZZA,QUEENS,4027,MAIN STREET,11354,7184632218
40383931,FLASH DANCERS,MANHATTAN,1674,BROADWAY,10019,2123155107
40383945,PIZZA D'ORO,STATEN ISLAND,3115,VICTORY BOULEVARD,10314,7186988873
40384036,MCDONALD'S,BROOKLYN,819,PENNSYLVANIA AVENUE,11207,7182723362
40384100,JOSIE'S RESTAURANT,MANHATTAN,300,AMSTERDAM AVENUE,10023,2127691212
40384115,PHIL & SONS RESTAURANT & PIZZERIA,QUEENS,57-29,MAIN STREET,11355,7189610263
40384188,LA MELA RESTAURANT,MANHATTAN,167,MULBERRY STREET,10013,2124319493
40384222,PJ MORANS,MANHATTAN,3,EAST   48 STREET,10017,2127536440
40384323,OMEGA COFFEE SHOP,QUEENS,200-07,32 AVENUE,11361,7183523925
40384340,FRIEND OF A FARMER,MANHATTAN,77,IRVING PLACE,10003,2124772188
40384421,FRANKIE & JOHNNIES STEAKHOUSE,MANHATTAN,269,WEST 45 STREET,10036,2129979494
40384441,SANCHO'S RESTAURANT,BROOKLYN,7410,3 AVENUE,11209,7187480770
40384458,DREAM PIZZA,QUEENS,3767,JUNCTION BOULEVARD,11368,7189431599
40384479,INDIA PASSAGE RESTAURANT,BROOKLYN,7407,3 AVENUE,11209,7188332160
40384486,BURGER BARN RESTAURANT,BRONX,3092,WHITE PLAINS ROAD,10467,7186558061
40384507,IRENE'S PLACE,BROOKLYN,623,MANHATTAN AVENUE,11222,7183839263
40384525,KANES DELI DINER,QUEENS,4415,COLLEGE POINT BOULEVARD,11355,7184635787
40384528,VESELKA RESTAURANT,MANHATTAN,144,SECOND AVENUE,10003,2122289682
40384575,WHITE CASTLE,BROOKLYN,900,PENNSYLVANIA AVENUE,11207,7182721664
40384662,J & R PIZZA,BROOKLYN,1916,KINGS HIGHWAY,11229,7189986627
40384671,CHEZ JOSEPHINE,MANHATTAN,414,WEST   42 STREET,10036,2125941925
40384756,FAGIOLINI,MANHATTAN,334,LEXINGTON AVENUE,10016,2128839555
40384757,MISHIMA RESTAURANT,MANHATTAN,164,LEXINGTON AVENUE,10016,2125329596
40384820,DUNKIN' DONUTS/BASKIN ROBBINS,QUEENS,254-20,HILLSIDE AVENUE,11004,7184709245
40384920,VICTORY SWEET SHOP,QUEENS,2169,STEINWAY STREET,11105,7182742087
40384961,ROCCO'S CALAMARI,BROOKLYN,6408,FT HAMILTON PARKWAY,11219,7188332109
40385000,Cafe Edison,MANHATTAN,228,WEST   47 STREET,10036,2123540368
40385051,GRAND CANYON,BROOKLYN,141,MONTAGUE STREET,11201,7187971402
40385057,CAPPUCCINO CAFE,BROOKLYN,7721,3 AVENUE,11209,7182388700
40385065,CAROL'S CAFE,STATEN ISLAND,1571,RICHMOND ROAD,10304,7189795600
40385157,PANGEA RESTAURANT,MANHATTAN,178,2 AVENUE,10003,2129950900
40385161,AUTOMATIC SLIMS,MANHATTAN,733,WASHINGTON STREET,10014,2126458660
40385231,DE ROBERTIS PASTRY SHOP,MANHATTAN,176,1 AVENUE,10009,2126747137
40385461,CLOISTER CAFE,MANHATTAN,238,EAST    9 STREET,10003,2127779128
40385515,JIMBO'S HAMBURGER PLACE,MANHATTAN,991,FIRST AVENUE,10022,2123556120
40385543,DAIRY PALACE,STATEN ISLAND,2210,VICTORY BOULEVARD,10314,7187615200
40385555,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,BROOKLYN,200,5 AVENUE,11217,7186382925
40385575,VA BENE,MANHATTAN,1589,SECOND AVENUE,10028,2125174448
40385580,LATTANZI,MANHATTAN,361,WEST   46 STREET,10036,2123150980
40385584,PIZZA GARDEN,QUEENS,171-01,NORTHERN BOULEVARD,11358,7184615151
40385587,ISLAND,MANHATTAN,1305,MADISON AVENUE,10128,2129961200
40385606,SUSHIDEN,MANHATTAN,19,EAST   49 STREET,10017,2127582700
40385657,LEFKOS PYGOS CAFE,QUEENS,2285,31 STREET,11105,7189324423
